match_id,patch,winning_team,baron_diff,dragon_diff,tower_diff,best_champ,best_lane
NA1_5369865894,15.18.710.2811,200,0,1,2,Sivir,BOTTOM
NA1_5369742272,15.18.710.2811,100,1,1,4,Fizz,MIDDLE
NA1_5369729360,15.18.710.2811,200,1,4,10,Jax,TOP
NA1_5369695393,15.18.710.2811,100,0,2,7,Tristana,BOTTOM
NA1_5369680171,15.18.710.2811,100,0,-3,-2,Fizz,MIDDLE
NA1_5369671065,15.18.710.2811,100,0,1,0,Gnar,TOP
NA1_5369172325,15.18.710.2811,200,0,1,7,Sivir,BOTTOM
NA1_5369158772,15.18.710.2811,100,1,0,6,Akali,MIDDLE
NA1_5366640553,15.18.710.2811,100,1,3,6,Briar,TOP
NA1_5366625870,15.18.710.2811,200,1,4,12,Kled,TOP
NA1_5366089015,15.18.710.2811,200,1,5,3,Annie,MIDDLE
NA1_5366072458,15.18.710.2811,200,-1,1,5,Syndra,MIDDLE
NA1_5365716534,15.17.708.5788,100,1,1,5,Aatrox,TOP
NA1_5365686331,15.17.708.5788,100,0,2,11,Ekko,JUNGLE
NA1_5373052516,15.18.710.2811,200,1,3,5,Smolder,BOTTOM
NA1_5372524580,15.18.710.2811,200,1,2,7,Nocturne,TOP
NA1_5372512200,15.18.710.2811,200,0,2,7,Aphelios,BOTTOM
NA1_5372202253,15.18.710.2811,200,1,2,3,Qiyana,JUNGLE
NA1_5373030945,15.18.710.2811,200,1,3,6,Senna,UTILITY
NA1_5373008141,15.18.710.2811,100,-1,2,4,Jayce,TOP
NA1_5366578177,15.18.710.2811,100,0,0,3,Vladimir,TOP
NA1_5374397482,15.19.713.5912,100,0,0,0,Caitlyn,BOTTOM
NA1_5374327481,15.19.713.5912,100,1,4,6,Morgana,MIDDLE
NA1_5374136945,15.18.710.2811,200,0,0,3,Olaf,BOTTOM
NA1_5374045225,15.18.710.2811,200,1,0,3,Ziggs,BOTTOM
NA1_5373556075,15.18.710.2811,100,-1,-2,-6,Lux,BOTTOM
NA1_5372938693,15.18.710.2811,200,1,5,8,Teemo,TOP
NA1_5369308098,15.18.710.2811,100,-1,-5,0,Yone,MIDDLE
NA1_5368120939,15.18.710.2811,100,1,-2,5,Camille,TOP
NA1_5367410752,15.18.710.2811,200,1,1,6,Lucian,BOTTOM
NA1_5365005393,15.17.708.5788,100,2,0,3,Fiora,TOP
NA1_5369758722,15.18.710.2811,100,2,-1,7,Rengar,JUNGLE
NA1_5369234425,15.18.710.2811,100,0,1,4,Sylas,MIDDLE
NA1_5366857899,15.18.710.2811,100,-1,3,3,Ambessa,TOP
NA1_5371718275,15.18.710.2811,100,1,0,0,Yunara,BOTTOM
NA1_5371393425,15.18.710.2811,100,1,4,5,Aurora,MIDDLE
NA1_5371048293,15.18.710.2811,100,0,2,3,Jayce,TOP
NA1_5370968527,15.18.710.2811,200,0,2,9,Sivir,BOTTOM
NA1_5373572946,15.18.710.2811,100,0,1,5,Aurora,TOP
NA1_5372773842,15.18.710.2811,200,0,3,9,RekSai,TOP
NA1_5372746351,15.18.710.2811,200,0,3,11,Fiora,TOP
NA1_5372714602,15.18.710.2811,100,1,1,9,Varus,TOP
NA1_5372691221,15.18.710.2811,100,1,3,5,Viktor,MIDDLE
NA1_5372231789,15.18.710.2811,200,1,0,6,Kassadin,MIDDLE
NA1_5377735847,15.19.715.1836,100,1,2,6,Varus,BOTTOM
NA1_5377678906,15.19.715.1836,200,0,1,1,Vladimir,TOP
NA1_5377386028,15.19.715.1836,100,0,4,8,Jayce,TOP
NA1_5376844808,15.19.714.7225,100,0,3,2,Riven,MIDDLE
NA1_5376871352,15.19.714.7225,100,1,3,7,Smolder,BOTTOM
NA1_5376123603,15.19.714.7225,100,0,2,9,Kassadin,MIDDLE
NA1_5375972986,15.19.714.7225,100,0,1,9,Qiyana,MIDDLE
NA1_5373435041,15.18.710.2811,200,0,3,8,Ashe,BOTTOM
NA1_5370483499,15.18.710.2811,100,1,3,7,Sylas,MIDDLE
NA1_5370425150,15.18.710.2811,100,1,2,6,Sivir,BOTTOM
NA1_5365658011,15.17.708.5788,100,1,3,8,Ezreal,BOTTOM
NA1_5365124683,15.17.708.5788,200,0,-2,2,Rengar,JUNGLE
NA1_5365097308,15.17.708.5788,100,1,4,8,Aatrox,TOP
NA1_5363714959,15.17.708.5788,200,1,4,0,Caitlyn,BOTTOM
NA1_5362511949,15.17.708.5788,200,1,3,7,Sylas,JUNGLE
NA1_5360576284,15.17.708.5788,200,0,-1,2,Kassadin,MIDDLE
NA1_5360541701,15.17.708.5788,200,1,2,6,Kaisa,BOTTOM
NA1_5360347530,15.17.708.5788,100,1,0,5,Sylas,MIDDLE
NA1_5360316986,15.17.708.5788,200,1,3,6,Aphelios,BOTTOM
NA1_5358839163,15.17.708.5788,200,0,2,6,Twitch,BOTTOM
NA1_5367975732,15.18.710.2811,200,0,1,6,Sylas,JUNGLE
NA1_5367951852,15.18.710.2811,100,0,-1,5,Riven,TOP
NA1_5366817667,15.18.710.2811,200,0,3,3,Zeri,MIDDLE
NA1_5365582818,15.17.708.5788,100,1,-4,4,Zeri,BOTTOM
NA1_5365457856,15.17.708.5788,100,1,2,4,Khazix,JUNGLE
NA1_5362884588,15.17.708.5788,200,0,3,-3,Karthus,BOTTOM
NA1_5369471286,15.18.710.2811,100,0,2,6,Jayce,TOP
NA1_5369428928,15.18.710.2811,200,1,1,2,Sivir,BOTTOM
NA1_5369382805,15.18.710.2811,100,0,0,10,Fiora,TOP
NA1_5369361045,15.18.710.2811,100,0,0,-1,Kaisa,BOTTOM
NA1_5369329804,15.18.710.2811,200,1,1,4,KogMaw,BOTTOM
NA1_5369247382,15.18.710.2811,200,-1,1,-1,Draven,BOTTOM
NA1_5368891640,15.18.710.2811,200,1,2,5,Morgana,MIDDLE
NA1_5368855608,15.18.710.2811,200,0,2,2,Kennen,TOP
NA1_5368778159,15.18.710.2811,100,0,2,1,Anivia,MIDDLE
NA1_5368744876,15.18.710.2811,200,1,4,1,Elise,UTILITY
NA1_5368644595,15.18.710.2811,200,1,3,-3,Samira,BOTTOM
NA1_5368616537,15.18.710.2811,200,1,-1,9,Teemo,TOP
NA1_5368611580,15.18.710.2811,200,0,0,0,Kennen,TOP
NA1_5368552638,15.18.710.2811,100,-1,-2,-2,Kaisa,BOTTOM
NA1_5370097453,15.18.710.2811,200,0,3,10,Urgot,TOP
NA1_5368821338,15.18.710.2811,200,-1,1,3,Kayn,JUNGLE
NA1_5368732859,15.18.710.2811,100,2,0,6,Corki,BOTTOM
NA1_5368695561,15.18.710.2811,100,1,3,9,Kled,TOP
NA1_5367700049,15.18.710.2811,100,0,-2,2,Kaisa,BOTTOM
NA1_5367509216,15.18.710.2811,200,0,3,-3,MonkeyKing,TOP
NA1_5367315503,15.18.710.2811,100,0,-1,7,KSante,TOP
NA1_5366798169,15.18.710.2811,200,1,0,8,Orianna,MIDDLE
NA1_5366774204,15.18.710.2811,100,0,1,7,Rumble,JUNGLE
NA1_5374298253,15.19.713.5912,200,1,4,10,Aurora,MIDDLE
NA1_5373906012,15.18.710.2811,100,2,1,5,Vayne,TOP
NA1_5373729067,15.18.710.2811,200,1,1,0,Vladimir,MIDDLE
NA1_5374782637,15.19.713.5912,100,0,-4,5,Zeri,BOTTOM
NA1_5374517936,15.19.713.5912,100,-1,1,6,Ashe,BOTTOM
NA1_5373770531,15.18.710.2811,100,1,-3,2,Draven,BOTTOM
NA1_5373269553,15.18.710.2811,100,0,2,1,Cassiopeia,MIDDLE
NA1_5373180338,15.18.710.2811,100,1,-1,9,Kassadin,MIDDLE
NA1_5371346873,15.18.710.2811,200,0,1,10,Caitlyn,BOTTOM
NA1_5370059565,15.18.710.2811,100,0,-1,0,MissFortune,BOTTOM
NA1_5366669479,15.18.710.2811,200,0,-1,1,Ryze,MIDDLE
NA1_5366650829,15.18.710.2811,200,1,2,2,Xayah,BOTTOM
NA1_5365091012,15.17.708.5788,200,1,-2,7,Draven,BOTTOM
NA1_5364462910,15.17.708.5788,100,0,3,6,Hecarim,JUNGLE
NA1_5374466925,15.19.713.5912,200,0,2,2,Tristana,BOTTOM
NA1_5374375831,15.19.713.5912,200,0,4,6,Diana,JUNGLE
NA1_5374338888,15.19.713.5912,200,1,1,3,Taliyah,MIDDLE
NA1_5374070679,15.18.710.2811,200,0,2,4,MissFortune,BOTTOM
NA1_5374030825,15.18.710.2811,100,0,1,2,Zyra,BOTTOM
NA1_5373999110,15.18.710.2811,200,1,2,7,Xerath,MIDDLE
NA1_5373970408,15.18.710.2811,100,0,0,7,Riven,TOP
NA1_5373774014,15.18.710.2811,200,1,2,7,Sylas,JUNGLE
NA1_5373552555,15.18.710.2811,200,1,1,-1,Elise,JUNGLE
NA1_5377909327,15.19.715.1836,100,0,2,5,Fizz,MIDDLE
NA1_5370045687,15.18.710.2811,100,1,4,7,Smolder,BOTTOM
NA1_5369988376,15.18.710.2811,200,0,0,10,Sylas,JUNGLE
NA1_5369948816,15.18.710.2811,200,0,2,9,Lucian,BOTTOM
NA1_5374300989,15.19.713.5912,100,1,-2,5,Garen,TOP
NA1_5373782363,15.18.710.2811,200,0,2,3,Diana,JUNGLE
NA1_5371388239,15.18.710.2811,200,-1,2,3,Graves,JUNGLE
NA1_5367354076,15.18.710.2811,200,0,3,7,Garen,TOP
NA1_5367333032,15.18.710.2811,100,1,-2,1,MonkeyKing,JUNGLE
NA1_5367297468,15.18.710.2811,100,2,1,7,Ezreal,BOTTOM
NA1_5367271223,15.18.710.2811,100,0,3,8,Sivir,BOTTOM
NA1_5367240116,15.18.710.2811,200,-1,-1,2,Kled,TOP
NA1_5377405298,15.19.715.1836,200,1,3,4,Ezreal,BOTTOM
NA1_5374723924,15.19.713.5912,100,1,-1,8,Corki,BOTTOM
NA1_5372747522,15.18.710.2811,100,1,-1,1,Ashe,BOTTOM
NA1_5371430665,15.18.710.2811,200,0,1,11,Taliyah,BOTTOM
NA1_5370305041,15.18.710.2811,200,1,-1,8,Zoe,MIDDLE
NA1_5370281393,15.18.710.2811,100,0,2,8,Hwei,BOTTOM
NA1_5370265293,15.18.710.2811,200,1,0,5,Kaisa,BOTTOM
NA1_5368536552,15.18.710.2811,200,1,1,7,Kaisa,BOTTOM
NA1_5367285336,15.18.710.2811,200,0,1,9,Jhin,BOTTOM
NA1_5366073656,15.18.710.2811,200,0,2,2,Corki,BOTTOM
NA1_5366063964,15.18.710.2811,100,0,0,10,Sivir,BOTTOM
NA1_5366045784,15.18.710.2811,200,1,1,4,MonkeyKing,JUNGLE
NA1_5371703494,15.18.710.2811,100,0,3,7,LeeSin,JUNGLE
NA1_5370315731,15.18.710.2811,100,1,0,6,Draven,BOTTOM
NA1_5377327868,15.19.715.1836,200,1,-1,6,Teemo,UTILITY
NA1_5373790633,15.18.710.2811,200,1,2,8,Zoe,MIDDLE
NA1_5370094559,15.18.710.2811,100,0,3,5,Caitlyn,BOTTOM
NA1_5370071674,15.18.710.2811,100,1,3,9,Hecarim,JUNGLE
NA1_5367310572,15.18.710.2811,100,0,3,5,Briar,JUNGLE
NA1_5367285696,15.18.710.2811,100,2,5,9,Syndra,MIDDLE
NA1_5371852718,15.18.710.2811,100,0,2,5,Zed,MIDDLE
NA1_5371811269,15.18.710.2811,100,1,0,7,Udyr,JUNGLE
NA1_5376856773,15.19.714.7225,200,0,3,10,Akali,TOP
NA1_5375383935,15.19.713.5912,100,1,3,7,Samira,BOTTOM
NA1_5373883016,15.18.710.2811,200,1,3,2,Garen,MIDDLE
NA1_5371566303,15.18.710.2811,100,0,1,6,Ziggs,BOTTOM
NA1_5370823810,15.18.710.2811,100,1,-2,3,Diana,JUNGLE
NA1_5369104440,15.18.710.2811,200,0,4,3,Smolder,BOTTOM
NA1_5365407773,15.17.708.5788,100,2,0,5,Yasuo,TOP
NA1_5365394431,15.17.708.5788,200,1,3,8,Yone,TOP
NA1_5364159137,15.17.708.5788,200,2,2,3,Yone,TOP
NA1_5364145968,15.17.708.5788,200,1,0,4,Xerath,MIDDLE
NA1_5375127460,15.19.713.5912,200,0,4,9,Zed,JUNGLE
NA1_5373495934,15.18.710.2811,200,0,1,5,Sivir,BOTTOM
NA1_5379126697,15.19.715.1836,100,1,0,3,Sion,TOP
NA1_5373670783,15.18.710.2811,100,0,1,0,Riven,MIDDLE
NA1_5373660613,15.18.710.2811,200,0,2,3,Zed,MIDDLE
NA1_5373624806,15.18.710.2811,100,-2,2,4,Shaco,JUNGLE
NA1_5369093363,15.18.710.2811,200,1,4,4,Renekton,TOP
NA1_5369054839,15.18.710.2811,200,0,2,4,Yone,TOP
NA1_5368480778,15.18.710.2811,200,0,0,6,Aurora,MIDDLE
NA1_5367148198,15.18.710.2811,100,0,2,3,Urgot,TOP
NA1_5367138751,15.18.710.2811,100,1,0,6,Corki,BOTTOM
NA1_5366648030,15.18.710.2811,100,0,0,1,Camille,TOP
NA1_5371185414,15.18.710.2811,200,2,1,9,KogMaw,BOTTOM
NA1_5371160431,15.18.710.2811,200,1,1,6,MasterYi,JUNGLE
NA1_5368593475,15.18.710.2811,100,0,2,1,Ziggs,BOTTOM
NA1_5368287614,15.18.710.2811,100,1,0,8,Ezreal,BOTTOM
NA1_5368103002,15.18.710.2811,100,0,-2,4,Lucian,BOTTOM
NA1_5368076196,15.18.710.2811,100,0,0,5,Viego,MIDDLE
NA1_5368050188,15.18.710.2811,100,0,-1,4,Yone,MIDDLE
NA1_5367414154,15.18.710.2811,200,0,3,7,Udyr,MIDDLE
NA1_5367364782,15.18.710.2811,200,0,2,2,Varus,BOTTOM
NA1_5367276921,15.18.710.2811,200,0,4,6,Teemo,TOP
NA1_5363566164,15.17.708.5788,100,0,1,2,Yunara,BOTTOM
NA1_5363256111,15.17.708.5788,200,0,0,4,Corki,BOTTOM
NA1_5361885190,15.17.708.5788,100,0,1,10,Renekton,TOP
NA1_5361854269,15.17.708.5788,200,0,2,5,Draven,TOP
NA1_5361818175,15.17.708.5788,200,0,2,9,Orianna,MIDDLE
NA1_5361772645,15.17.708.5788,100,0,-3,9,Irelia,MIDDLE
NA1_5356566595,15.17.706.7412,200,1,4,2,Corki,BOTTOM
NA1_5377659289,15.19.714.7225,100,1,2,6,Jinx,BOTTOM
NA1_5370247760,15.18.710.2811,100,0,1,4,Kennen,TOP
NA1_5368907806,15.18.710.2811,100,2,-1,2,LeeSin,JUNGLE
NA1_5368873133,15.18.710.2811,200,1,1,5,Morgana,MIDDLE
NA1_5368215507,15.18.710.2811,100,0,1,5,Ryze,MIDDLE
NA1_5367541492,15.18.710.2811,100,0,-2,0,AurelionSol,MIDDLE
NA1_5367505290,15.18.710.2811,100,1,-2,5,Vex,MIDDLE
NA1_5367468957,15.18.710.2811,200,0,4,5,Corki,BOTTOM
NA1_5367183831,15.18.710.2811,200,0,1,0,Poppy,TOP
NA1_5361704920,15.17.708.5788,200,1,4,8,Jhin,BOTTOM
NA1_5361688826,15.17.708.5788,100,-1,-2,4,Riven,TOP
NA1_5361630846,15.17.708.5788,100,1,2,7,Yone,TOP
NA1_5361620244,15.17.708.5788,100,0,0,3,Zeri,BOTTOM
NA1_5361609703,15.17.708.5788,200,0,1,6,Sylas,MIDDLE
NA1_5369977214,15.18.710.2811,100,0,3,5,Quinn,TOP
NA1_5369615333,15.18.710.2811,100,0,2,5,Corki,TOP
NA1_5369708259,15.18.710.2811,200,0,2,1,Aurora,MIDDLE
NA1_5376970192,15.19.714.7225,200,1,4,9,Viktor,MIDDLE
NA1_5376017060,15.19.714.7225,200,2,2,3,DrMundo,TOP
NA1_5375805822,15.19.713.5912,100,0,0,6,Gwen,TOP
NA1_5375603176,15.19.713.5912,100,1,2,10,Mel,MIDDLE
NA1_5374624663,15.19.713.5912,100,0,0,6,Akali,MIDDLE
NA1_5374037066,15.18.710.2811,200,0,1,4,Twitch,BOTTOM
NA1_5367305901,15.18.710.2811,200,0,-2,2,Taliyah,BOTTOM
NA1_5367228812,15.18.710.2811,200,1,2,6,Yone,MIDDLE
NA1_5366422455,15.18.710.2811,200,0,3,11,Riven,TOP
NA1_5365607546,15.17.708.5788,200,0,-1,6,Yone,MIDDLE
NA1_5376596507,15.19.714.7225,100,0,0,0,Lucian,BOTTOM
NA1_5375389757,15.19.713.5912,100,1,0,7,JarvanIV,JUNGLE
NA1_5375355382,15.19.713.5912,100,1,4,11,Lucian,BOTTOM
NA1_5370753036,15.18.710.2811,100,0,3,8,Tristana,MIDDLE
NA1_5370740312,15.18.710.2811,100,0,1,6,Kled,TOP
NA1_5377513415,15.19.715.1836,100,0,3,10,Jayce,TOP
NA1_5372432760,15.18.710.2811,100,0,0,5,Jinx,BOTTOM
NA1_5368307510,15.18.710.2811,100,0,2,9,Ekko,MIDDLE
NA1_5368070337,15.18.710.2811,100,-1,3,-1,Sivir,BOTTOM
NA1_5373561497,15.18.710.2811,100,1,3,6,Khazix,JUNGLE
NA1_5371652016,15.18.710.2811,100,0,1,7,Karthus,JUNGLE
NA1_5370149256,15.18.710.2811,200,0,2,2,Corki,BOTTOM
NA1_5366688880,15.18.710.2811,100,1,1,4,Aurora,TOP
NA1_5366642284,15.18.710.2811,100,0,0,0,Syndra,MIDDLE
NA1_5366629868,15.18.710.2811,100,1,-1,5,Urgot,TOP
NA1_5360884990,15.17.708.5788,200,0,-2,8,Jax,TOP
NA1_5369715896,15.18.710.2811,200,1,0,2,Lucian,BOTTOM
NA1_5368025808,15.18.710.2811,200,1,4,3,Azir,MIDDLE
NA1_5368009020,15.18.710.2811,100,0,2,1,KSante,TOP
NA1_5364965093,15.17.708.5788,100,1,4,5,Draven,TOP
NA1_5364931162,15.17.708.5788,100,1,2,7,Volibear,TOP
NA1_5373738248,15.18.710.2811,100,1,0,6,MissFortune,BOTTOM
NA1_5372078325,15.18.710.2811,100,1,3,10,KogMaw,BOTTOM
NA1_5371959065,15.18.710.2811,200,0,4,9,Fiora,TOP
NA1_5371945922,15.18.710.2811,200,0,-1,0,Hwei,MIDDLE
NA1_5371930779,15.18.710.2811,100,1,0,4,Aatrox,TOP
NA1_5371323866,15.18.710.2811,200,1,3,7,Rumble,TOP
NA1_5370272005,15.18.710.2811,200,0,3,7,Kaisa,BOTTOM
NA1_5365566185,15.17.708.5788,100,0,1,3,Sylas,JUNGLE
NA1_5361107950,15.17.708.5788,100,0,0,4,Sylas,JUNGLE
NA1_5361081645,15.17.708.5788,200,1,1,9,Jayce,TOP
NA1_5361069345,15.17.708.5788,100,0,-2,9,Irelia,TOP
NA1_5361056020,15.17.708.5788,100,1,2,9,Syndra,MIDDLE
NA1_5361027228,15.17.708.5788,100,0,5,5,Teemo,TOP
NA1_5360415511,15.17.708.5788,200,1,1,9,Hecarim,JUNGLE
NA1_5360335687,15.17.708.5788,200,1,4,6,Viktor,BOTTOM
NA1_5358818943,15.17.708.5788,100,1,-1,-1,MissFortune,BOTTOM
NA1_5370975135,15.18.710.2811,100,0,0,6,Samira,BOTTOM
NA1_5372923690,15.18.710.2811,100,1,0,9,Sivir,BOTTOM
NA1_5372325400,15.18.710.2811,100,0,2,4,Swain,BOTTOM
NA1_5372372791,15.18.710.2811,100,0,-1,4,Zed,MIDDLE
NA1_5369513252,15.18.710.2811,200,0,2,3,Ambessa,TOP
NA1_5368249889,15.18.710.2811,100,1,3,0,FiddleSticks,JUNGLE
NA1_5367012441,15.18.710.2811,200,0,3,6,Yunara,BOTTOM
NA1_5366431240,15.18.710.2811,200,2,5,8,Hwei,MIDDLE
NA1_5356189220,15.16.706.7476,100,0,0,6,Yunara,BOTTOM
NA1_5356170546,15.16.706.7476,100,0,1,6,Yunara,BOTTOM
NA1_5356150344,15.16.706.7476,100,0,-3,9,Yunara,BOTTOM
NA1_5370550720,15.18.710.2811,100,1,2,5,Zed,JUNGLE
NA1_5367553659,15.18.710.2811,200,0,2,3,Shen,TOP
NA1_5366227074,15.18.710.2811,100,0,1,8,Yone,MIDDLE
NA1_5374386060,15.19.713.5912,200,1,4,3,Mel,BOTTOM
NA1_5370275779,15.18.710.2811,200,0,3,4,Ziggs,MIDDLE
NA1_5377451298,15.19.715.1836,200,0,3,2,Kassadin,MIDDLE
NA1_5375289621,15.19.713.5912,200,1,0,7,Ezreal,BOTTOM
NA1_5375002657,15.19.713.5912,200,1,2,2,Corki,BOTTOM
NA1_5374931844,15.19.713.5912,100,1,-1,6,Corki,MIDDLE
NA1_5374026018,15.18.710.2811,100,1,-1,4,Sylas,JUNGLE
NA1_5373218179,15.18.710.2811,200,0,3,5,Lucian,BOTTOM
NA1_5372673044,15.18.710.2811,100,0,2,9,Sylas,JUNGLE
NA1_5368914797,15.18.710.2811,200,-1,2,7,Quinn,TOP
NA1_5368892382,15.18.710.2811,100,0,0,2,Shen,TOP
NA1_5365896450,15.17.708.5788,100,-1,2,4,Aphelios,BOTTOM
NA1_5365557011,15.17.708.5788,100,2,1,5,Jhin,BOTTOM
NA1_5364273396,15.17.708.5788,100,0,3,1,Aphelios,BOTTOM
NA1_5363307393,15.17.708.5788,200,1,-2,9,Lucian,BOTTOM
NA1_5363245258,15.17.708.5788,100,2,-2,1,Zed,JUNGLE
NA1_5363144412,15.17.708.5788,100,2,0,8,Kayle,TOP
NA1_5362385058,15.17.708.5788,100,0,1,4,Sivir,BOTTOM
NA1_5372101446,15.18.710.2811,100,0,-1,2,Renekton,TOP
NA1_5367496135,15.18.710.2811,200,1,2,5,Cassiopeia,BOTTOM
NA1_5367474852,15.18.710.2811,100,0,1,1,Irelia,TOP
NA1_5367440897,15.18.710.2811,100,1,4,5,Gangplank,TOP
NA1_5367401713,15.18.710.2811,200,1,1,10,Riven,TOP
NA1_5367345662,15.18.710.2811,200,1,2,8,Hecarim,JUNGLE
NA1_5367317609,15.18.710.2811,100,-1,-1,8,Kindred,JUNGLE
NA1_5359342934,15.17.708.5788,100,1,-2,3,Qiyana,JUNGLE
NA1_5359301662,15.17.708.5788,100,2,-2,7,Azir,TOP
NA1_5370607508,15.18.710.2811,200,0,3,7,Lucian,BOTTOM
NA1_5361398251,15.17.708.5788,100,1,2,4,LeeSin,JUNGLE
NA1_5357726555,15.17.707.9808,100,-1,2,4,Azir,MIDDLE
NA1_5357689859,15.17.707.9808,200,0,4,2,Corki,BOTTOM
NA1_5357654658,15.17.707.9808,200,0,2,0,Shaco,JUNGLE
NA1_5357018362,15.17.706.7412,200,1,0,7,Viego,JUNGLE
NA1_5356955393,15.17.706.7412,200,0,-1,9,Aurora,TOP
NA1_5356915636,15.17.706.7412,100,-2,-4,4,Ezreal,BOTTOM
NA1_5356867756,15.17.706.7412,200,0,3,5,Lucian,BOTTOM
NA1_5356596588,15.17.706.7412,100,-1,-2,9,Yunara,BOTTOM
NA1_5356552048,15.17.706.7412,100,0,1,7,Azir,BOTTOM
NA1_5370832306,15.18.710.2811,200,0,0,6,Irelia,TOP
NA1_5370787447,15.18.710.2811,100,-2,-1,-3,Smolder,BOTTOM
NA1_5370205646,15.18.710.2811,100,1,1,7,Akali,MIDDLE
NA1_5369735552,15.18.710.2811,100,1,2,6,Smolder,BOTTOM
NA1_5366202758,15.18.710.2811,100,1,0,7,Taliyah,JUNGLE
NA1_5363647162,15.17.708.5788,200,0,-1,0,Zed,MIDDLE
NA1_5363631770,15.17.708.5788,200,0,3,3,Katarina,MIDDLE
NA1_5363615824,15.17.708.5788,100,0,1,3,Mel,UTILITY
NA1_5363601198,15.17.708.5788,200,0,2,1,Riven,TOP
NA1_5363577183,15.17.708.5788,200,0,3,7,Riven,TOP
NA1_5363554346,15.17.708.5788,200,1,4,9,Jhin,BOTTOM
NA1_5363535811,15.17.708.5788,100,0,4,5,Urgot,TOP
NA1_5363509468,15.17.708.5788,200,0,3,7,Sivir,BOTTOM
NA1_5377059644,15.19.714.7225,200,1,0,3,KSante,TOP
NA1_5373669915,15.18.710.2811,200,1,3,8,Sivir,BOTTOM
NA1_5365763838,15.17.708.5788,100,1,-2,4,Karthus,JUNGLE
NA1_5365504794,15.17.708.5788,100,0,0,3,Hwei,MIDDLE
NA1_5365437426,15.17.708.5788,100,0,2,5,Fiora,TOP
NA1_5365416937,15.17.708.5788,100,0,3,7,Jayce,TOP
NA1_5365391976,15.17.708.5788,100,0,3,2,Akali,MIDDLE
NA1_5364915199,15.17.708.5788,200,0,2,9,Kled,TOP
NA1_5364889464,15.17.708.5788,100,0,2,3,Poppy,TOP
NA1_5364834675,15.17.708.5788,100,0,3,1,Ahri,MIDDLE
NA1_5364823426,15.17.708.5788,100,0,0,9,Viktor,MIDDLE
NA1_5364466555,15.17.708.5788,100,1,1,8,Viktor,MIDDLE
NA1_5371615517,15.18.710.2811,100,0,0,6,Swain,BOTTOM
NA1_5371584470,15.18.710.2811,200,1,4,3,Taliyah,MIDDLE
NA1_5371559759,15.18.710.2811,200,1,2,7,Sivir,BOTTOM
NA1_5371514968,15.18.710.2811,100,0,2,6,Swain,MIDDLE
NA1_5371494419,15.18.710.2811,100,0,3,11,Elise,UTILITY
NA1_5373083328,15.18.710.2811,100,2,3,11,Akali,MIDDLE
NA1_5369828078,15.18.710.2811,100,1,2,9,Corki,BOTTOM
NA1_5369288156,15.18.710.2811,100,0,1,12,Caitlyn,BOTTOM
NA1_5368360228,15.18.710.2811,100,0,2,7,Orianna,MIDDLE
NA1_5360131348,15.17.708.5788,200,0,1,5,Gwen,MIDDLE
NA1_5359901703,15.17.708.5788,200,1,-1,6,Lucian,BOTTOM
NA1_5359850609,15.17.708.5788,200,-1,3,7,Ziggs,MIDDLE
NA1_5359408508,15.17.708.5788,200,1,2,5,Tristana,BOTTOM
NA1_5355285922,15.16.706.7476,200,1,3,6,Zed,MIDDLE
NA1_5355224089,15.16.706.7476,200,1,3,1,Taliyah,MIDDLE
NA1_5354842857,15.16.706.7476,200,0,1,8,Tristana,BOTTOM
NA1_5353893985,15.16.706.7476,200,0,4,4,Talon,JUNGLE
NA1_5353848431,15.16.706.7476,200,0,1,6,Aurora,TOP
NA1_5378509430,15.19.715.1836,100,0,1,1,Velkoz,BOTTOM
NA1_5378469422,15.19.715.1836,100,-1,2,6,AurelionSol,BOTTOM
NA1_5377960349,15.19.715.1836,100,0,1,4,Corki,MIDDLE
NA1_5377534942,15.19.714.7225,200,0,2,7,Yasuo,BOTTOM
NA1_5377391473,15.19.714.7225,200,0,3,5,Aphelios,BOTTOM
NA1_5377346379,15.19.714.7225,100,1,0,4,Jinx,BOTTOM
NA1_5378484967,15.19.715.1836,200,1,2,8,Camille,TOP
NA1_5378439011,15.19.715.1836,200,0,3,8,Yorick,TOP
NA1_5377811446,15.19.715.1836,100,0,0,2,Aurora,MIDDLE
NA1_5377532471,15.19.715.1836,100,0,-1,8,Sivir,BOTTOM
NA1_5377369074,15.19.715.1836,200,1,4,8,Ezreal,BOTTOM
NA1_5372622055,15.18.710.2811,100,0,-2,-1,KogMaw,BOTTOM
NA1_5370343575,15.18.710.2811,100,1,-1,2,Galio,MIDDLE
NA1_5370064076,15.18.710.2811,200,1,1,8,Jhin,BOTTOM
NA1_5370025007,15.18.710.2811,200,1,2,2,Smolder,BOTTOM
NA1_5369995431,15.18.710.2811,100,1,-3,5,Jinx,BOTTOM
NA1_5369973335,15.18.710.2811,100,0,3,8,Quinn,MIDDLE
NA1_5369920486,15.18.710.2811,100,0,3,7,Lucian,BOTTOM
NA1_5369334886,15.18.710.2811,100,0,-1,5,Kaisa,BOTTOM
NA1_5369300550,15.18.710.2811,100,0,2,6,Akshan,MIDDLE
NA1_5369210250,15.18.710.2811,200,1,2,8,Olaf,TOP
NA1_5369193075,15.18.710.2811,200,1,4,5,Zoe,MIDDLE
NA1_5368946074,15.18.710.2811,100,1,-2,2,Smolder,BOTTOM
NA1_5368909204,15.18.710.2811,100,0,1,8,Hecarim,JUNGLE
